country,fifa_version,num_players,avg_overall,max_overall,avg_pace,avg_shooting,avg_passing,avg_dribbling,avg_defending,avg_physic,avg_attack_overall,avg_defense_overall
DR Congo,15,14,71.21428571428571,76,76.28571428571429,59.285714285714285,58.07142857142857,66.92857142857143,50.642857142857146,71.92857142857143,70.2,72.5
DR Congo,16,14,73.42857142857143,78,75.14285714285714,58.0,62.642857142857146,68.0,59.857142857142854,74.78571428571429,74.4,72.88888888888889
DR Congo,17,14,74.85714285714286,81,78.85714285714286,65.64285714285714,64.71428571428571,73.21428571428571,47.07142857142857,72.57142857142857,75.5,74.4
DR Congo,18,14,74.78571428571429,81,79.85714285714286,66.35714285714286,65.5,74.21428571428571,48.214285714285715,70.64285714285714,75.375,74.2
DR Congo,19,14,75.0,82,79.42857142857143,64.5,65.07142857142857,72.92857142857143,48.142857142857146,71.21428571428571,75.33333333333333,75.0
DR Congo,20,14,74.64285714285714,82,76.14285714285714,63.642857142857146,64.42857142857143,71.5,48.285714285714285,69.5,74.88888888888889,74.6
DR Congo,21,14,74.42857142857143,80,76.78571428571429,62.57142857142857,64.14285714285714,71.64285714285714,50.142857142857146,71.71428571428571,74.88888888888889,74.16666666666667
DR Congo,22,14,74.64285714285714,80,76.85714285714286,64.07142857142857,65.21428571428571,72.14285714285714,52.07142857142857,72.07142857142857,74.77777777777777,74.83333333333333
DR Congo,23,14,73.64285714285714,79,77.42857142857143,62.57142857142857,64.71428571428571,72.57142857142857,53.42857142857143,68.64285714285714,73.77777777777777,73.42857142857143
DR Congo,24,14,74.0,80,78.21428571428571,62.57142857142857,66.42857142857143,73.14285714285714,58.214285714285715,71.92857142857143,74.71428571428571,73.55555555555556
Denmark,15,14,76.35714285714286,82,69.58333333333333,65.33333333333333,69.41666666666667,70.41666666666667,59.583333333333336,70.33333333333333,76.33333333333333,76.22222222222223
Denmark,16,14,77.57142857142857,83,69.07692307692308,60.92307692307692,68.38461538461539,68.53846153846153,64.3076923076923,73.15384615384616,77.6,77.55555555555556
Denmark,17,14,78.57142857142857,84,68.25,55.0,65.75,65.66666666666667,65.66666666666667,74.75,80.0,77.77777777777777
Denmark,18,14,79.42857142857143,87,68.6923076923077,64.6923076923077,71.53846153846153,71.84615384615384,58.84615384615385,71.46153846153847,79.5,79.42857142857143
Denmark,19,14,79.35714285714286,88,71.6923076923077,64.3076923076923,69.61538461538461,70.76923076923077,61.92307692307692,73.92307692307692,78.28571428571429,79.57142857142857
Denmark,20,14,79.85714285714286,88,68.84615384615384,63.61538461538461,70.84615384615384,71.07692307692308,67.6923076923077,74.0,81.0,79.4
Denmark,21,14,79.07142857142857,85,67.33333333333333,61.75,69.25,67.91666666666667,69.58333333333333,75.91666666666667,80.66666666666667,78.63636363636364
Denmark,22,14,79.71428571428571,85,69.38461538461539,63.84615384615385,70.76923076923077,71.23076923076923,65.53846153846153,74.3076923076923,78.16666666666667,80.44444444444444
Denmark,23,14,79.28571428571429,83,71.84615384615384,66.07692307692308,71.53846153846153,73.23076923076923,65.61538461538461,74.23076923076923,77.6,80.4
Denmark,24,14,79.5,84,67.41666666666667,62.333333333333336,71.83333333333333,72.83333333333333,69.33333333333333,75.41666666666667,77.0,80.18181818181819
Dominican Republic,16,1,64.0,64,51.0,27.0,47.0,34.0,64.0,74.0,64.0,64.0
Dominican Republic,17,2,71.5,72,62.5,50.0,51.5,57.5,51.5,73.5,71.0,72.0
Dominican Republic,18,2,74.5,76,66.5,56.0,56.5,63.0,52.0,76.0,74.5,73.0
Dominican Republic,19,3,73.0,80,75.0,66.0,63.666666666666664,68.0,55.333333333333336,68.66666666666667,77.5,69.5
Dominican Republic,20,4,67.5,79,66.0,50.25,53.25,63.5,49.75,65.25,79.0,65.5
Dominican Republic,21,4,66.75,77,74.0,57.75,56.0,66.0,42.0,60.25,69.5,67.0
Dominican Republic,22,4,65.0,75,73.0,61.5,56.25,67.25,32.25,57.5,66.33333333333333,65.0
Dominican Republic,23,3,65.0,74,69.66666666666667,56.333333333333336,54.666666666666664,65.33333333333333,44.0,59.333333333333336,65.0,65.0
Dominican Republic,24,6,61.0,73,66.75,44.5,52.75,59.0,54.0,65.0,68.0,58.6
East Timor,16,1,65.0,65,72.0,53.0,65.0,66.0,45.0,46.0,65.0,65.0
Ecuador,15,14,72.78571428571429,80,80.41666666666667,66.75,68.0,73.33333333333333,51.0,70.33333333333333,74.375,73.16666666666667
Ecuador,16,14,73.92857142857143,79,82.46153846153847,67.38461538461539,67.53846153846153,76.15384615384616,45.61538461538461,68.15384615384616,74.63636363636364,74.75
Ecuador,17,14,74.92857142857143,80,78.6923076923077,64.61538461538461,66.38461538461539,72.53846153846153,48.23076923076923,72.07692307692308,75.5,75.8
Ecuador,18,14,74.64285714285714,83,76.61538461538461,62.69230769230769,66.61538461538461,73.15384615384616,48.23076923076923,69.38461538461539,74.25,75.16666666666667
Ecuador,19,14,74.78571428571429,82,80.91666666666667,65.33333333333333,67.91666666666667,75.33333333333333,49.083333333333336,68.75,74.42857142857143,75.33333333333333
Ecuador,20,14,75.71428571428571,81,69.61538461538461,64.92307692307692,63.84615384615385,68.84615384615384,47.92307692307692,71.92307692307692,76.0,75.2
Ecuador,21,14,76.0,80,71.25,63.416666666666664,65.58333333333333,71.08333333333333,49.916666666666664,70.91666666666667,76.28571428571429,75.66666666666667
Ecuador,22,14,74.35714285714286,79,76.92857142857143,61.714285714285715,66.35714285714286,72.57142857142857,51.714285714285715,69.28571428571429,75.3,73.4
Ecuador,23,14,74.21428571428571,79,76.3076923076923,61.07692307692308,68.0,73.38461538461539,52.92307692307692,66.92307692307692,74.77777777777777,74.16666666666667
Ecuador,24,14,75.42857142857143,80,75.2,55.9,68.7,73.2,64.9,71.0,75.66666666666667,75.36363636363636
Egypt,15,14,71.35714285714286,76,73.46153846153847,63.53846153846154,63.84615384615385,68.76923076923077,50.30769230769231,69.92307692307692,70.77777777777777,71.6
Egypt,16,14,72.42857142857143,80,71.58333333333333,63.166666666666664,62.5,70.0,52.916666666666664,71.5,73.42857142857143,71.75
Egypt,17,14,72.78571428571429,81,73.58333333333333,62.333333333333336,65.33333333333333,71.75,53.083333333333336,71.0,73.83333333333333,72.33333333333333
Egypt,18,14,73.42857142857143,83,72.23076923076923,58.69230769230769,63.38461538461539,70.07692307692308,50.84615384615385,68.15384615384616,73.85714285714286,72.71428571428571
Egypt,19,14,74.64285714285714,88,70.6923076923077,57.46153846153846,63.84615384615385,69.46153846153847,54.76923076923077,69.61538461538461,76.0,73.28571428571429
Egypt,20,14,74.07142857142857,90,69.53846153846153,60.15384615384615,64.3076923076923,70.3076923076923,53.38461538461539,69.76923076923077,75.83333333333333,72.57142857142857
Egypt,21,14,74.0,90,70.75,65.41666666666667,65.33333333333333,71.33333333333333,52.333333333333336,70.33333333333333,74.5,73.0
Egypt,22,12,72.25,89,69.16666666666667,61.75,62.666666666666664,70.75,48.583333333333336,69.08333333333333,71.875,73.0
Egypt,23,13,71.38461538461539,90,65.61538461538461,62.53846153846154,63.15384615384615,70.07692307692308,47.15384615384615,69.0,70.44444444444444,73.5
Egypt,24,13,70.84615384615384,89,67.61538461538461,61.38461538461539,62.69230769230769,69.15384615384616,48.61538461538461,67.23076923076923,69.11111111111111,74.75
El Salvador,16,1,70.0,70,66.0,57.0,65.0,64.0,65.0,75.0,70.0,70.0
El Salvador,17,3,68.33333333333333,71,71.0,63.333333333333336,61.0,67.0,43.0,64.33333333333333,67.0,71.0
El Salvador,18,2,69.0,70,67.5,62.0,64.0,66.0,52.0,64.0,69.0,70.0
El Salvador,19,5,66.2,70,68.0,55.6,55.8,61.8,50.4,58.6,68.0,66.5
El Salvador,20,4,67.25,70,64.5,61.75,61.0,67.25,44.0,58.0,67.5,68.0
El Salvador,21,4,66.25,69,64.5,52.25,55.5,61.5,54.5,61.5,68.0,65.66666666666667
El Salvador,22,4,65.0,69,56.333333333333336,55.666666666666664,58.333333333333336,61.0,63.666666666666664,71.0,65.0,65.0
El Salvador,23,6,63.166666666666664,68,59.8,54.6,57.0,62.0,49.6,63.8,61.666666666666664,65.25
El Salvador,24,4,64.0,67,62.0,56.333333333333336,53.0,61.333333333333336,46.0,67.66666666666667,67.0,63.0
England,15,14,81.5,86,73.53846153846153,69.92307692307692,71.3076923076923,73.92307692307692,61.53846153846154,74.61538461538461,82.25,81.22222222222223
England,16,14,82.42857142857143,86,74.23076923076923,66.76923076923077,70.76923076923077,73.15384615384616,66.23076923076923,74.92307692307692,83.2,82.2
England,17,14,82.92857142857143,84,74.41666666666667,68.0,68.08333333333333,72.75,63.0,76.66666666666667,82.71428571428571,83.0
England,18,14,82.64285714285714,86,76.66666666666667,70.41666666666667,72.91666666666667,76.66666666666667,67.0,76.16666666666667,83.16666666666667,82.22222222222223
England,19,14,82.85714285714286,89,76.33333333333333,66.91666666666667,72.75,76.58333333333333,65.91666666666667,75.5,83.625,82.125
England,20,14,83.64285714285714,89,78.3076923076923,69.38461538461539,75.15384615384616,79.6923076923077,64.53846153846153,74.84615384615384,84.66666666666667,82.71428571428571
England,21,14,84.85714285714286,88,78.6923076923077,68.53846153846153,76.46153846153847,80.07692307692308,66.6923076923077,76.3076923076923,85.71428571428571,83.875
England,22,14,85.35714285714286,90,78.14285714285714,73.35714285714286,79.78571428571429,81.92857142857143,61.714285714285715,73.14285714285714,85.66666666666667,84.66666666666667
England,23,14,84.92857142857143,89,78.92857142857143,72.07142857142857,78.78571428571429,81.14285714285714,64.42857142857143,73.5,85.125,84.66666666666667
England,24,14,85.28571428571429,90,77.0,72.07692307692308,80.07692307692308,81.61538461538461,68.53846153846153,74.84615384615384,85.625,84.71428571428571
Equatorial Guinea,15,4,65.25,70,84.0,59.333333333333336,61.666666666666664,65.66666666666667,52.0,74.0,68.0,63.666666666666664
Equatorial Guinea,16,6,64.33333333333333,69,72.4,52.6,59.2,62.0,55.0,69.4,65.0,65.5
Equatorial Guinea,17,7,64.85714285714286,72,78.83333333333333,54.666666666666664,54.666666666666664,61.833333333333336,47.0,65.66666666666667,66.5,65.5
Equatorial Guinea,18,6,67.0,71,81.6,58.4,58.6,66.4,44.4,66.4,69.33333333333333,66.25
Equatorial Guinea,19,6,67.66666666666667,71,77.0,58.2,60.0,67.4,43.4,63.8,66.66666666666667,68.66666666666667
Equatorial Guinea,20,6,69.0,77,70.0,52.4,64.6,65.4,57.2,68.4,66.0,70.0
Equatorial Guinea,21,6,66.66666666666667,76,69.33333333333333,55.833333333333336,62.666666666666664,66.5,52.833333333333336,65.66666666666667,64.66666666666667,73.0
Equatorial Guinea,22,5,69.0,75,69.8,56.6,63.4,68.6,52.6,65.0,65.66666666666667,74.0
Equatorial Guinea,23,9,66.33333333333333,75,67.875,47.375,56.5,60.0,63.375,67.625,66.33333333333333,66.42857142857143
Equatorial Guinea,24,7,69.42857142857143,75,70.33333333333333,53.166666666666664,61.833333333333336,66.5,65.33333333333333,69.16666666666667,69.42857142857143,69.0
Eritrea,17,1,71.0,71,55.0,68.0,60.0,64.0,43.0,72.0,71.0,71.0
Eritrea,18,1,71.0,71,54.0,68.0,61.0,66.0,43.0,72.0,71.0,71.0
Eritrea,19,1,71.0,71,50.0,68.0,64.0,67.0,45.0,75.0,71.0,71.0
Eritrea,20,1,71.0,71,55.0,68.0,65.0,67.0,45.0,76.0,71.0,71.0
Eritrea,21,2,68.5,70,61.5,64.5,64.5,69.0,50.0,69.5,68.5,68.5
Eritrea,22,1,67.0,67,47.0,67.0,64.0,65.0,39.0,69.0,67.0,67.0
Estonia,15,9,62.888888888888886,74,70.25,56.125,52.125,61.375,40.875,61.375,60.2,66.25
Estonia,16,8,65.125,77,69.5,54.5,60.333333333333336,63.666666666666664,55.0,70.16666666666667,64.0,65.5
Estonia,17,10,66.5,79,69.625,54.75,58.125,63.875,53.375,69.0,67.0,67.0
Estonia,18,9,66.22222222222223,78,63.55555555555556,50.333333333333336,59.666666666666664,61.22222222222222,59.666666666666664,67.0,65.0,67.66666666666667
Estonia,19,13,64.6923076923077,77,65.18181818181819,50.45454545454545,56.72727272727273,60.0,56.36363636363637,67.0909090909091,63.5,65.44444444444444
Estonia,20,6,66.33333333333333,76,56.2,45.2,53.8,55.6,65.0,72.0,66.0,66.33333333333333
Estonia,21,5,64.2,74,56.6,50.0,55.2,58.8,55.4,63.8,59.0,68.66666666666667
Estonia,22,1,60.0,60,67.0,36.0,50.0,57.0,58.0,59.0,60.0,60.0
Estonia,23,10,62.8,68,62.22222222222222,56.111111111111114,53.22222222222222,59.77777777777778,43.666666666666664,62.44444444444444,60.25,65.8
Estonia,24,7,62.42857142857143,70,64.66666666666667,49.333333333333336,54.833333333333336,57.666666666666664,56.333333333333336,66.0,58.0,63.8
Eswatini,18,1,63.0,63,71.0,51.0,62.0,69.0,43.0,38.0,63.0,63.0
Ethiopia,16,2,69.0,69,71.0,50.5,58.0,65.0,63.5,59.0,69.0,69.0
Ethiopia,17,1,66.0,66,61.0,33.0,56.0,54.0,66.0,67.0,66.0,66.0
Ethiopia,18,2,65.5,67,69.5,58.0,58.0,66.5,58.0,65.0,65.5,65.5
Ethiopia,19,1,64.0,64,76.0,63.0,62.0,71.0,58.0,51.0,64.0,64.0
Ethiopia,20,1,64.0,64,71.0,63.0,62.0,71.0,58.0,50.0,64.0,64.0
Ethiopia,21,2,58.5,64,67.5,45.5,53.0,58.5,53.5,59.0,64.0,58.5
Ethiopia,22,1,64.0,64,69.0,61.0,61.0,69.0,57.0,51.0,64.0,64.0
Ethiopia,23,2,63.0,65,78.0,59.0,56.5,67.0,36.0,46.0,65.0,61.0
Ethiopia,24,1,66.0,66,72.0,42.0,65.0,65.0,58.0,58.0,66.0,66.0
Faroe Islands,15,4,54.0,63,64.0,42.0,43.333333333333336,49.0,41.0,53.333333333333336,50.0,58.0
Faroe Islands,16,2,56.5,58,66.0,56.5,51.5,56.0,49.5,58.5,55.0,55.0
Faroe Islands,17,4,60.75,63,71.75,56.5,54.75,60.25,42.0,60.5,60.75,58.0
Faroe Islands,18,6,60.833333333333336,66,66.33333333333333,51.833333333333336,53.833333333333336,58.166666666666664,45.5,66.5,63.5,62.0
Faroe Islands,19,6,60.333333333333336,65,70.83333333333333,49.0,52.333333333333336,57.666666666666664,49.666666666666664,66.16666666666667,64.0,61.666666666666664
Faroe Islands,20,5,61.4,68,72.6,55.8,57.0,62.0,43.6,66.8,61.4,65.0
Faroe Islands,21,5,64.4,68,70.6,58.4,60.8,65.2,51.0,68.8,66.0,63.0
Faroe Islands,22,3,63.0,65,63.0,47.0,51.333333333333336,55.333333333333336,59.333333333333336,67.0,65.0,63.0
Faroe Islands,23,5,60.4,64,65.8,52.6,55.8,60.8,47.8,60.6,59.333333333333336,60.333333333333336
Faroe Islands,24,3,57.333333333333336,63,64.66666666666667,50.333333333333336,51.0,58.0,43.0,54.666666666666664,57.333333333333336,59.0
Fiji,15,1,61.0,61,80.0,55.0,45.0,66.0,25.0,40.0,61.0,61.0
Fiji,16,1,66.0,66,87.0,64.0,57.0,68.0,21.0,46.0,66.0,66.0
Fiji,17,1,67.0,67,88.0,66.0,58.0,69.0,28.0,57.0,67.0,67.0
Fiji,18,1,69.0,69,87.0,68.0,59.0,72.0,28.0,57.0,69.0,69.0
Fiji,19,1,72.0,72,91.0,67.0,62.0,76.0,48.0,74.0,72.0,72.0
Fiji,22,1,72.0,72,90.0,72.0,66.0,73.0,46.0,79.0,72.0,72.0
Fiji,23,1,70.0,70,90.0,69.0,66.0,72.0,46.0,78.0,70.0,70.0
Fiji,24,1,68.0,68,88.0,67.0,64.0,70.0,46.0,79.0,68.0,68.0
Finland,15,14,70.71428571428571,79,66.91666666666667,63.083333333333336,64.66666666666667,68.33333333333333,53.166666666666664,69.25,71.66666666666667,70.42857142857143
Finland,16,14,72.14285714285714,82,67.33333333333333,60.166666666666664,63.583333333333336,65.66666666666667,59.416666666666664,73.25,72.6,72.5
Finland,17,14,72.78571428571429,81,66.15384615384616,59.61538461538461,63.38461538461539,65.23076923076923,56.76923076923077,71.92307692307692,72.6,72.71428571428571
Finland,18,14,73.07142857142857,81,66.0,60.61538461538461,63.30769230769231,66.38461538461539,57.0,72.61538461538461,71.4,74.0
Finland,19,14,73.0,84,67.0,60.25,63.333333333333336,67.33333333333333,58.833333333333336,71.58333333333333,71.4,73.5
Finland,20,14,73.21428571428571,83,67.45454545454545,61.18181818181818,64.72727272727273,69.72727272727273,59.54545454545455,70.72727272727273,73.0,73.33333333333333
Finland,21,14,72.85714285714286,83,68.41666666666667,62.0,64.58333333333333,69.91666666666667,57.916666666666664,70.16666666666667,72.0,73.75
Finland,22,14,72.57142857142857,83,63.75,60.666666666666664,62.5,67.58333333333333,57.333333333333336,71.75,72.2,72.5
Finland,23,14,72.57142857142857,83,66.41666666666667,61.75,64.25,69.08333333333333,58.25,71.41666666666667,71.8,73.28571428571429
Finland,24,14,72.5,81,66.33333333333333,64.41666666666667,65.91666666666667,70.66666666666667,55.75,70.0,72.0,72.71428571428571
France,15,14,83.0,88,75.5,61.7,72.8,74.7,61.0,75.5,83.33333333333333,82.22222222222223
France,16,14,83.92857142857143,87,80.18181818181819,66.9090909090909,72.72727272727273,75.54545454545455,58.45454545454545,74.0,84.33333333333333,83.25
France,17,14,85.78571428571429,88,79.0909090909091,69.9090909090909,75.27272727272727,79.18181818181819,54.90909090909091,75.0909090909091,86.33333333333333,85.625
France,18,14,85.5,88,79.41666666666667,69.5,74.5,78.75,57.166666666666664,76.0,85.33333333333333,85.625
France,19,14,86.07142857142857,89,80.66666666666667,74.0,77.0,82.08333333333333,56.583333333333336,75.83333333333333,85.42857142857143,86.71428571428571
France,20,14,86.57142857142857,89,79.0,68.07692307692308,75.07692307692308,78.3076923076923,67.3076923076923,77.76923076923077,87.0,86.33333333333333
France,21,14,86.0,90,81.07692307692308,71.92307692307692,76.38461538461539,81.15384615384616,59.61538461538461,73.92307692307692,85.85714285714286,86.14285714285714
France,22,14,86.0,91,82.91666666666667,73.5,77.33333333333333,82.83333333333333,59.5,76.58333333333333,86.5,85.42857142857143
France,23,14,86.28571428571429,91,83.91666666666667,71.33333333333333,76.25,82.16666666666667,60.916666666666664,75.25,87.4,85.625
France,24,14,86.14285714285714,91,84.92307692307692,73.07692307692308,77.0,83.23076923076923,58.23076923076923,72.53846153846153,87.5,85.33333333333333
Gabon,15,12,67.75,79,74.1,49.9,58.2,62.6,54.3,65.7,70.0,66.5
Gabon,16,14,70.35714285714286,82,72.53846153846153,52.69230769230769,62.07692307692308,65.92307692307692,58.07692307692308,67.6923076923077,72.33333333333333,69.88888888888889
Gabon,17,14,71.5,86,72.46153846153847,53.38461538461539,61.46153846153846,66.23076923076923,59.76923076923077,68.46153846153847,75.5,70.8
Gabon,18,12,70.5,88,71.18181818181819,54.18181818181818,60.27272727272727,65.72727272727273,57.27272727272727,68.63636363636364,72.66666666666667,69.42857142857143
Gabon,19,14,71.0,87,72.76923076923077,58.46153846153846,62.84615384615385,68.3076923076923,55.07692307692308,66.38461538461539,71.5,70.625
Gabon,20,14,71.92857142857143,88,70.85714285714286,57.07142857142857,62.285714285714285,67.21428571428571,56.42857142857143,70.0,72.85714285714286,70.75
Gabon,21,14,71.42857142857143,87,72.85714285714286,57.857142857142854,62.857142857142854,68.21428571428571,55.42857142857143,67.85714285714286,71.75,71.33333333333333
Gabon,22,12,71.16666666666667,85,69.58333333333333,56.25,61.416666666666664,65.91666666666667,58.5,70.5,72.6,69.0
Gabon,23,14,69.92857142857143,85,74.21428571428571,57.92857142857143,62.214285714285715,67.14285714285714,55.07142857142857,68.64285714285714,71.66666666666667,67.3
Gabon,24,14,68.92857142857143,80,72.07142857142857,58.785714285714285,60.92857142857143,66.92857142857143,51.07142857142857,65.14285714285714,69.0,68.22222222222223
Gambia,15,12,61.416666666666664,67,75.5,53.416666666666664,52.5,60.0,44.666666666666664,66.08333333333333,62.142857142857146,60.666666666666664
Gambia,16,12,65.16666666666667,69,77.33333333333333,55.583333333333336,53.75,61.666666666666664,42.75,67.08333333333333,64.85714285714286,65.6
Gambia,17,14,66.35714285714286,75,77.28571428571429,53.857142857142854,54.357142857142854,64.5,42.857142857142854,64.78571428571429,66.5,66.33333333333333
Gambia,18,14,66.35714285714286,74,76.5,53.642857142857146,54.07142857142857,65.07142857142857,38.42857142857143,63.142857142857146,65.75,68.5
Gambia,19,14,67.21428571428571,75,79.53846153846153,56.84615384615385,55.07692307692308,65.07692307692308,42.46153846153846,66.23076923076923,67.42857142857143,68.0
Gambia,20,14,68.57142857142857,77,76.21428571428571,56.357142857142854,55.857142857142854,64.92857142857143,43.357142857142854,66.21428571428571,68.22222222222223,69.2
Gambia,21,14,68.14285714285714,74,75.14285714285714,56.57142857142857,55.357142857142854,65.35714285714286,42.642857142857146,67.5,68.3,67.4
Gambia,22,14,68.92857142857143,76,75.21428571428571,56.285714285714285,57.285714285714285,66.35714285714286,46.42857142857143,65.64285714285714,69.625,68.0
Gambia,23,14,69.92857142857143,77,79.0,58.07142857142857,59.357142857142854,67.85714285714286,45.42857142857143,64.92857142857143,70.0,70.0
Gambia,24,14,69.85714285714286,77,78.42857142857143,59.42857142857143,60.785714285714285,68.57142857142857,46.785714285714285,65.64285714285714,70.25,69.0
Georgia,15,14,66.28571428571429,75,70.35714285714286,53.857142857142854,56.285714285714285,62.714285714285715,44.57142857142857,62.714285714285715,66.5,65.4
Georgia,16,14,69.21428571428571,77,69.46153846153847,51.07692307692308,56.92307692307692,61.46153846153846,51.46153846153846,65.0,71.2,68.125
Georgia,17,14,71.42857142857143,78,69.08333333333333,51.916666666666664,60.583333333333336,64.16666666666667,53.5,67.33333333333333,72.8,71.5
Georgia,18,14,71.85714285714286,76,68.08333333333333,51.25,58.916666666666664,62.166666666666664,51.916666666666664,69.08333333333333,72.66666666666667,71.375
Georgia,19,14,71.28571428571429,76,70.92307692307692,54.92307692307692,59.84615384615385,65.76923076923077,48.69230769230769,65.46153846153847,70.875,71.83333333333333
Georgia,20,14,71.21428571428571,76,70.92307692307692,60.23076923076923,62.15384615384615,67.6923076923077,46.46153846153846,64.46153846153847,71.375,71.6
Georgia,21,14,69.71428571428571,76,69.23076923076923,59.61538461538461,62.46153846153846,69.07692307692308,44.92307692307692,64.53846153846153,69.57142857142857,69.5
Georgia,22,14,70.57142857142857,75,70.25,58.333333333333336,59.083333333333336,66.16666666666667,44.5,65.08333333333333,70.85714285714286,71.4
Georgia,23,14,71.64285714285714,78,73.75,60.25,61.666666666666664,70.08333333333333,44.75,64.91666666666667,71.625,72.0
Georgia,24,14,73.0,86,69.76923076923077,59.69230769230769,62.92307692307692,67.53846153846153,50.84615384615385,68.3076923076923,73.25,72.66666666666667
Germany,15,14,85.5,90,69.16666666666667,68.75,78.91666666666667,77.5,64.33333333333333,72.16666666666667,85.16666666666667,85.4
Germany,16,14,85.64285714285714,90,68.58333333333333,66.91666666666667,77.25,76.75,62.666666666666664,70.5,85.2,85.88888888888889
Germany,17,14,86.85714285714286,92,71.18181818181819,68.54545454545455,79.0,79.9090909090909,59.54545454545455,69.45454545454545,86.4,87.11111111111111
Germany,18,14,86.35714285714286,92,71.88888888888889,71.44444444444444,79.11111111111111,78.22222222222223,60.0,70.77777777777777,86.0,86.5
Germany,19,14,86.35714285714286,90,72.18181818181819,70.18181818181819,78.27272727272727,77.0,65.0,72.63636363636364,85.75,86.6
Germany,20,14,86.0,90,75.36363636363636,74.18181818181819,78.54545454545455,79.45454545454545,60.36363636363637,72.0909090909091,85.14285714285714,86.28571428571429
Germany,21,14,86.07142857142857,90,75.27272727272727,75.36363636363636,78.54545454545455,79.27272727272727,60.45454545454545,72.72727272727273,85.2,86.57142857142857
Germany,22,14,86.28571428571429,90,72.75,77.08333333333333,80.58333333333333,81.33333333333333,62.25,72.33333333333333,85.0,87.28571428571429
Germany,23,14,86.42857142857143,90,73.27272727272727,75.27272727272727,80.54545454545455,79.81818181818181,64.81818181818181,73.63636363636364,85.33333333333333,87.125
Germany,24,14,85.57142857142857,89,71.45454545454545,74.36363636363636,80.54545454545455,80.81818181818181,67.0,73.72727272727273,84.6,86.11111111111111
Ghana,15,14,74.35714285714286,80,81.07142857142857,64.92857142857143,68.85714285714286,74.14285714285714,60.5,74.64285714285714,75.6,73.5
Ghana,16,14,75.64285714285714,79,81.57142857142857,66.57142857142857,70.78571428571429,77.42857142857143,61.285714285714285,74.0,76.5,75.5
Ghana,17,14,76.42857142857143,80,79.92857142857143,65.71428571428571,70.42857142857143,75.78571428571429,62.357142857142854,74.28571428571429,78.0,75.85714285714286
Ghana,18,14,76.57142857142857,80,77.35714285714286,65.35714285714286,70.5,76.07142857142857,62.42857142857143,75.21428571428571,78.5,76.0
Ghana,19,14,76.71428571428571,82,79.14285714285714,67.42857142857143,69.71428571428571,77.21428571428571,62.57142857142857,73.64285714285714,77.2,77.4
Ghana,20,14,76.42857142857143,82,76.92857142857143,67.0,69.21428571428571,75.42857142857143,63.714285714285715,76.0,76.5,77.2
Ghana,21,14,76.14285714285714,84,77.42857142857143,64.35714285714286,67.14285714285714,73.5,64.07142857142857,75.71428571428571,76.14285714285714,75.0
Ghana,22,14,76.14285714285714,83,77.6923076923077,61.23076923076923,65.07692307692308,72.15384615384616,62.15384615384615,77.84615384615384,76.0,76.14285714285714
Ghana,23,14,76.92857142857143,84,79.64285714285714,59.642857142857146,65.07142857142857,72.35714285714286,60.07142857142857,74.5,76.28571428571429,77.42857142857143
Ghana,24,14,77.14285714285714,85,78.28571428571429,59.357142857142854,65.78571428571429,72.78571428571429,59.642857142857146,74.14285714285714,76.5,77.625
Gibraltar,15,1,64.0,64,78.0,35.0,56.0,62.0,64.0,66.0,64.0,64.0
Gibraltar,16,2,63.0,66,78.5,43.0,54.5,61.5,49.5,59.0,66.0,66.0
Gibraltar,17,2,62.5,64,75.5,43.0,55.5,60.0,47.5,59.0,64.0,64.0
Gibraltar,18,2,64.0,64,72.5,48.5,61.5,62.5,49.0,64.5,64.0,64.0
Gibraltar,20,1,62.0,62,71.0,36.0,53.0,57.0,59.0,72.0,62.0,62.0
Gibraltar,22,1,62.0,62,83.0,57.0,57.0,65.0,29.0,63.0,62.0,62.0
Gibraltar,23,1,59.0,59,79.0,56.0,50.0,60.0,29.0,59.0,59.0,59.0
Gibraltar,24,2,58.0,58,65.0,44.5,46.5,54.5,42.5,63.0,58.0,58.0
Greece,15,14,75.35714285714286,82,72.53846153846153,58.0,63.15384615384615,68.0,61.38461538461539,75.15384615384616,75.2,75.44444444444444
Greece,16,14,77.57142857142857,83,68.0,53.38461538461539,62.30769230769231,66.07692307692308,67.53846153846153,76.38461538461539,76.0,78.0
Greece,17,14,78.71428571428571,84,70.38461538461539,56.30769230769231,61.46153846153846,68.23076923076923,62.38461538461539,75.46153846153847,77.5,79.33333333333333
Greece,18,14,78.5,86,71.5,60.083333333333336,65.83333333333333,69.58333333333333,62.083333333333336,75.75,77.6,78.9
Greece,19,14,77.64285714285714,85,72.3076923076923,59.23076923076923,64.84615384615384,69.23076923076923,59.61538461538461,71.38461538461539,76.28571428571429,78.625
Greece,20,14,77.92857142857143,85,66.4,53.3,62.0,65.4,69.9,74.5,76.0,78.16666666666667
Greece,21,14,76.64285714285714,83,68.72727272727273,54.45454545454545,64.72727272727273,68.45454545454545,69.54545454545455,74.36363636363636,75.75,76.81818181818181
Greece,22,14,76.71428571428571,83,75.91666666666667,63.083333333333336,68.0,72.5,59.416666666666664,70.58333333333333,75.875,76.875
Greece,23,14,75.5,81,73.08333333333333,62.416666666666664,65.08333333333333,70.83333333333333,59.083333333333336,71.58333333333333,75.375,75.5
Greece,24,14,75.64285714285714,81,74.0,64.91666666666667,66.08333333333333,71.25,58.916666666666664,74.75,75.5,75.75
